logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene	regulation
0.458137507499242	6.60579570351689	9.92985615426333	2.51569911443168e-19	1.56846614336463e-18	32.7184683547695	CAPN15	Up
0.609039383912588	5.27578053644242	9.92970409115865	2.51831887777024e-19	1.56961474234102e-18	32.7174349148878	LOC101927972	Up
-0.257232825343987	10.6548504469386	-9.92938844312369	2.52376557181078e-19	1.57252405443568e-18	32.7152897497408	STAG2	Down
-0.342807003354712	9.82785142413173	-9.92517528254331	2.59759835111444e-19	1.61802886492744e-18	32.6866592059969	RABGAP1	Down
0.371120503470477	7.8535746512672	9.92415035710112	2.61588205651205e-19	1.62891508195143e-18	32.6796949917203	AP1M2	Up
0.331238366466764	10.5954498468831	9.92002259636827	2.69082270885065e-19	1.6750641025679e-18	32.6516501320564	NDEL1	Up
0.372940106489784	9.01734971229563	9.91828879435311	2.72293383557669e-19	1.69453108115358e-18	32.6398715917394	DUS1L	Up
0.376834496010366	8.69840171802411	9.91767672444387	2.73436057630371e-19	1.70111776007455e-18	32.6357136896304	RFX5	Up
-0.283868212626059	10.320480105399	-9.91740765992705	2.73939882859231e-19	1.70372715809062e-18	32.633885915108	MAX	Down
0.316248706359151	8.09607281166611	9.91676825318524	2.75140884907621e-19	1.71066959794119e-18	32.6295424519512	LSM10	Up
-0.619758866071188	12.0782544320503	-9.91439150777817	2.79651247518159e-19	1.73817715052235e-18	32.6133982165338	TIMP2	Down
-0.752105372795111	6.92739396161873	-9.9133866237599	2.81580275989482e-19	1.74962838155607e-18	32.6065728856379	SOBP	Down
0.289181876428818	11.2381451322666	9.91290463530142	2.82510218424804e-19	1.75486655063383e-18	32.6032992336172	TMEM50A	Up
0.409284460875011	4.47951895809411	9.91170983518936	2.84828646621978e-19	1.76872369055813e-18	32.5951844357189	BRCA2	Up
-0.331042960463789	8.58437233344961	-9.91103213549386	2.86152079695826e-19	1.77639550581161e-18	32.5905818196191	DOCK7	Down
0.632402236964203	8.38348504283745	9.91009435793103	2.87993496455343e-19	1.78727719226574e-18	32.5842130672705	GYS1	Up
